Frase,Categoria_Atribuida,Score_Similaridade
Keep my checkbook balanced.,Conscientiousness+,0.45181200
Keep my hair fashionable.,Conscientiousness+,0.31866200
Keep myself well-groomed.,Conscientiousness+,0.4481180
Keep old traditions.,Conscientiousness+,0.3391180
Keep on the topic.,Conscientiousness+,0.47154900
Keep promises that I make to myself.,Conscientiousness+,0.34995100
Keep situations under control.,Conscientiousness+,0.53106100
Keep straight right from wrong.,Conscientiousness+,0.45646100
Keep things tidy.,Conscientiousness+,0.52118
Keep up an appearance.,Conscientiousness+,0.44539700
Know how things work.,Conscientiousness+,0.4924370
Know how to apply my knowledge.,Conscientiousness+,0.48713100
Know how to control myself.,Conscientiousness+,0.43514000
Know how to cope.,Conscientiousness+,0.4392960
Know how to do my job.,Conscientiousness+,0.49316500
Know how to do well on tests.,Conscientiousness+,0.43158800
Know how to fly a helicopter.,Conscientiousness+,0.2764050
Know how to get around the rules.,Conscientiousness+,0.39234700
Know how to get things done.,Conscientiousness+,0.4903790
Know how to play the bagpipes.,Conscientiousness+,0.20358900
Know immediately what to do.,Conscientiousness+,0.20952600
Know that I can improve myself.,Conscientiousness+,0.33840300
Know that my belief in God / a Higher Power helps me to understand my purpose in life.,Conscientiousness+,0.21669700
Know that my beliefs make my life important.,Conscientiousness+,0.2941760
Know that my decisions are correct.,Conscientiousness+,0.39834800
Know that the world would be a much better place if I were in charge.,Conscientiousness+,0.22624700
Know the answerstomany questions.,Conscientiousness+,0.4282300
"Know the names of many types of animals, birds, and plants.",Conscientiousness+,0.13379900
Know the proper thing to do.,Conscientiousness+,0.54184800
Know what I want.,Conscientiousness+,0.3240990
Know what is essential and what is not.,Conscientiousness+,0.5054280
Know what's going on in the world.,Conscientiousness+,0.38210400
Learn things at an acceptable rate.,Conscientiousness+,0.39163200
Like being well-dressed at all times.,Conscientiousness+,0.34075400
Like hard jobsbetterthan easy ones.,Conscientiousness+,0.3460910
Like order.,Conscientiousness+,0.53251500
Like to be viewed as proper and conventional.,Conscientiousness+,0.4106290
Like to be well prepared.,Conscientiousness+,0.48517800
"Like to collect information about things (cars, birds,numbers).",Conscientiousness+,0.30406000
Like to follow a regular schedule.,Conscientiousness+,0.39481400
Like to know how things work.,Conscientiousness+,0.37001600
Like to organize things.,Conscientiousness+,0.51028100
Like to plan ahead.,Conscientiousness+,0.53660100
Like to take a lot of photographs when I travel.,Conscientiousness+,0.2331250
Like to tidy up.,Conscientiousness+,0.40929000
Look after my health by eating well.,Conscientiousness+,0.32868300
Look at the facts.,Conscientiousness+,0.37384700
Look for something to hold on to.,Conscientiousness+,0.40845900
Love order and regularity.,Conscientiousness+,0.50582100
Make careful choices.,Conscientiousness+,0.5951270
Make certain that my plans will work.,Conscientiousness+,0.51099300
Make decisions only after I have all of the facts.,Conscientiousness+,0.24822100
Make decisions quickly.,Conscientiousness+,0.33555100
Make decisions slowly.,Conscientiousness+,0.519274
Make lists of things to do.,Conscientiousness+,0.33784100
Make my own rules.,Conscientiousness+,0.34957000
Make plans and stick to them.,Conscientiousness+,0.47488800
Make well-considered decisions.,Conscientiousness+,0.52062100
Must try to maintain harmony within my group.,Conscientiousness+,0.4896020
Need a lot of time to do things.,Conscientiousness+,0.37260000
Need protection.,Conscientiousness+,0.5084030
Need things to be arranged in a particular order.,Conscientiousness+,0.5160670
Need to know where my spouse or partner is at all times.,Conscientiousness+,0.22873600
Never spend more than I can afford.,Conscientiousness+,0.3419890
Often make last-minute plans.,Conscientiousness+,0.39927300
Only get what I want because I work hard for it.,Conscientiousness+,0.2678130
Only look at things from a single angle.,Conscientiousness+,0.3414070
Only want service from the top-qualified person in the field.,Conscientiousness+,0.25324100
Order people around.,Conscientiousness+,0.3937580
Pay attention to details.,Conscientiousness+,0.562085
Pay my bills on time.,Conscientiousness+,0.23648400
Plan for the future.,Conscientiousness+,0.493492
Plan my life logically.,Conscientiousness+,0.49760700
Prefer safety over risk.,Conscientiousness+,0.366266
Prefer to eat at expensive restaurants.,Conscientiousness+,0.14449800
Prefer to observe formalities.,Conscientiousness+,0.56037900
Prefer to stick with things that I know.,Conscientiousness+,0.33279400
Purchase only practical things.,Conscientiousness+,0.40067600
Put work above pleasure.,Conscientiousness+,0.4181160
Question my ability to do my work properly.,Conscientiousness+,0.5090930
Quickly get the idea of things.,Conscientiousness+,0.43614200
Read a lot.,Conscientiousness+,0.35875000
Reason logically.,Conscientiousness+,0.5107730
Remain calm during emergencies.,Conscientiousness+,0.4658220
Remain on guard to keep from being tricked or manipulated.,Conscientiousness+,0.48794900
"Repeatedly check doors, windows, and drawers.",Conscientiousness+,0.3802170
Respect authority.,Conscientiousness+,0.40258000
Return library books on time.,Conscientiousness+,0.24052600
Rule with an iron fist.,Conscientiousness+,0.2917920
See events as unavoidable.,Conscientiousness+,0.4186100
See that rules are observed.,Conscientiousness+,0.58184500
See through problems.,Conscientiousness+,0.48363500
See to my own needs first.,Conscientiousness+,0.44608100
Seek status.,Conscientiousness+,0.40916000
Seek to be the best.,Conscientiousness+,0.44044600
Seldom forget appointments.,Conscientiousness+,0.37949000
Set high standards for myself and others.,Conscientiousness+,0.38363900
Spend a lot of time reading.,Conscientiousness+,0.27435700
Spend a lot of time watching television.,Conscientiousness+,0.2449660
Stick to my chosen path.,Conscientiousness+,0.36619300
Stick to my point of view.,Conscientiousness+,0.4057670
Stick to my previous decisions.,Conscientiousness+,0.28708300
Stick to the facts.,Conscientiousness+,0.3776870
Stick to the rules.,Conscientiousness+,0.45244600
Strive in every way possible to be flawless.,Conscientiousness+,0.36647900
Take a long time to think before making big decisions.,Conscientiousness+,0.35355500
Take control of things.,Conscientiousness+,0.42134000
Take good care of my belongings.,Conscientiousness+,0.47695100
Take precautions.,Conscientiousness+,0.6679300
Take the time to finish things.,Conscientiousness+,0.48202600
Take things seriously.,Conscientiousness+,0.5282660
Tend to analyze things.,Conscientiousness+,0.5766790
Tend to know beforehand what a conversation partner is about to say.,Conscientiousness+,0.36014200
"Tend to organize my books, CDs, and other collections.",Conscientiousness+,0.3655460
Think that people need to learn restraint.,Conscientiousness+,0.49162800
Think up practical solutions.,Conscientiousness+,0.5343360
Try to examine myself objectively.,Conscientiousness+,0.48050800
Try to follow the rules.,Conscientiousness+,0.5174810
Try to have good reasons for my important decisions.,Conscientiousness+,0.38997000
Turn plans into actions.,Conscientiousness+,0.4367200
Understand things quickly.,Conscientiousness+,0.39049900
Use a lot of medications.,Conscientiousness+,0.3134010
Usually get right to work on something that needs to be done as soon as I think of it.,Conscientiousness+,0.36277600
Usually take care of my responsibilities as soon as possible.,Conscientiousness+,0.33998800
Usually take charge in emergencies.,Conscientiousness+,0.32444600
Want every detail taken care of.,Conscientiousness+,0.49168700
Want everything to add up perfectly.,Conscientiousness+,0.36653800
Want things to proceed according to plan.,Conscientiousness+,0.49746800
Want to keep things as they are.,Conscientiousness+,0.32199900
Watch out for possible danger.,Conscientiousness+,0.5207690
Weigh the pros against the cons.,Conscientiousness+,0.36350000
Weigh thepro'sand the con's.,Conscientiousness+,0.4360660
Work according to a routine.,Conscientiousness+,0.5408350
Work hard.,Conscientiousness+,0.4732200
Work longer hours than most people.,Conscientiousness+,0.277037
Work on improving myself.,Conscientiousness+,0.40852400
Worked hard when I was in school.,Conscientiousness+,0.29146300
Would always wear a helmet if I rode a bike.,Conscientiousness+,0.16257400
Would obtain specific information about the product before making a big purchase.,Conscientiousness+,0.38456200
Act according to my own feelings.,Emotional_Stability-,0.48512200
Act as if Im somebody else and completely identify myself with the part.,Emotional_Stability-,0.26903100
Act impulsively when something is bothering me.,Emotional_Stability-,0.56571600
Act like people younger than me.,Emotional_Stability-,0.3675730
Act or feel in a way that does not fit me.,Emotional_Stability-,0.5194150
Act out my frustrations on others.,Emotional_Stability-,0.5487810
Allow others to walk all over me.,Emotional_Stability-,0.35442000
Am a bully.,Emotional_Stability-,0.4063630
Am a chronic liar.,Emotional_Stability-,0.31072600
Am a cranky person.,Emotional_Stability-,0.5383020
Am a domineering person.,Emotional_Stability-,0.38793300
"Am a ""glass is half empty"" kind of person",Emotional_Stability-,0.45502500
Am a guilty person.,Emotional_Stability-,0.41075200
Am a jealous person.,Emotional_Stability-,0.56749700
Am a manipulative person.,Emotional_Stability-,0.45033700
Am a money-grubber.,Emotional_Stability-,0.33503800
Am a neat freak.,Emotional_Stability-,0.36717300
Ama person whose moods go up and down easily.,Emotional_Stability-,0.49657300
Am a pessimistic person.,Emotional_Stability-,0.5042260
Am a sadistic person.,Emotional_Stability-,0.46139800
Am a seductive person.,Emotional_Stability-,0.41052000
Am a spiritual person.,Emotional_Stability-,0.28708700
Am a strange person.,Emotional_Stability-,0.4898420
Am able to calm myself down quite quickly when upset.,Emotional_Stability-,0.25558300
Am able to describe my feelings easily.,Emotional_Stability-,0.26031500
"Am able to do what I should do, even when I feel scared.",Emotional_Stability-,0.31115800
Am able to get over it quickly when someone hurts my feelings.,Emotional_Stability-,0.30550800
Am able to see how other peoples' emotions can affect their behaviors.,Emotional_Stability-,0.42507900
Am afraid of heights.,Emotional_Stability-,0.36154900
Am afraid of losing control of my anger.,Emotional_Stability-,0.5555020
Am afraid of many things.,Emotional_Stability-,0.5152800
Am afraid of more things than others are.,Emotional_Stability-,0.5041210
Am afraid that I will do the wrong thing.,Emotional_Stability-,0.4632790
Am afraid that my life will be cut short by illness.,Emotional_Stability-,0.33147200
Am always in the same mood.,Emotional_Stability-,0.24217100
Am always worried about something.,Emotional_Stability-,0.52736800
Am always worried that my partner is going to leave me.,Emotional_Stability-,0.3218710
Am an eternal pessimist.,Emotional_Stability-,0.38188800
Am angry or distressed when my partner pays more attention to someone else.,Emotional_Stability-,0.4921050
Am apprehensive about new encounters.,Emotional_Stability-,0.5616390
"Am approached often by people who want help, advice, or guidance with their problems.",Emotional_Stability-,0.30431300
Am ashamed of myself.,Emotional_Stability-,0.40374900
Am aware of how my feelings are affecting other people.,Emotional_Stability-,0.45825600
Am aware of my feelings.,Emotional_Stability-,0.4721390
Am bothered by frequent aches and pains.,Emotional_Stability-,0.36245100
Am certain that I am being talked about.,Emotional_Stability-,0.3810560
Am chubby.,Emotional_Stability-,0.33355600
